username,timestamp,likes,comment_text,cleaned_tokens,tok_len,char_len,word_len
dustinspringer4149,2024-11-13T11:52:37Z,0,❤wow,['wow'],1,4,1
functioncode-official,2024-11-13T01:31:48Z,0,"Pause <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3072"">51:12</a>","['pause', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",10,80,3
ShirazFadiMuhammed,2024-11-12T12:32:35Z,0,مافهمت شي بس متل ماقالو اهل المثل الحاق الكزاب لورا الباب,[],0,57,11
HancockKnows,2024-11-12T09:42:47Z,0,Great teacher 👍,"['great', 'teacher']",2,15,3
CJayyTheCreative,2024-11-09T10:25:22Z,22,Keep waking up in the middle of the night with this video on,"['keep', 'waking', 'middle', 'night', 'video']",5,60,13
airsofttrooper08,2025-04-05T06:15:45Z,0,The grind don’t stop baby,"['grind', 'stop', 'baby']",3,25,5
TheSpecialLayomi,2025-10-10T17:15:41Z,0,😂😂😂,[],0,3,1
functioncode-official,2024-11-07T06:42:56Z,0,"Awkward <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1180"">19:40</a>","['awkward', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",10,82,3
functioncode-official,2024-11-06T00:08:09Z,2,"Why not take a cat nap? <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=825"">13:45</a>","['take', 'cat', 'nap', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",12,97,8
functioncode-official,2024-11-06T00:05:53Z,0,"Phil Collins <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=910"">15:10</a>","['phil', 'collins', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",11,86,4
functioncode-official,2024-11-05T23:59:59Z,0,"That is what the browser API does <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=618"">10:18</a>","['browser', 'api', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",11,107,9
functioncode-official,2024-11-05T23:57:17Z,0,"Binging <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=165"">2:45</a>","['binging', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",10,80,3
functioncode-official,2024-11-05T23:55:35Z,3,"Chipmunk <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=148"">2:28</a>","['chipmunk', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",10,81,3
preciousngozi2791,2024-10-29T17:02:59Z,0,🎉🎉🎉🎉🎉🎉🎉🎉,[],0,8,1
onin816,2024-10-24T06:11:21Z,1,Video 2 - Using an API from the command line is sooooooo frustrating to learn in Windows command prompt -_-,"['video', 'using', 'api', 'command', 'line', 'sooooooo', 'frustrating', 'learn', 'window', 'command', 'prompt']",11,107,20
DorkDork69,2024-10-22T19:43:57Z,0,Ayo mrbeast,"['ayo', 'mrbeast']",2,11,2
aliyubadarusambo,2024-10-22T15:31:27Z,0,"All for one,one for all nice project","['one', 'one', 'nice', 'project']",4,36,7
pavankumarmvl2991,2024-10-22T12:41:47Z,12,"Personally after completing the whole course, i won&#39;t suggest this course to anyone who wants to learn about APIs seriously. It felt more like explanation of various API tools from the second chapter rather than actual API related knowledge.<br><br>It is still a good course with a practical approach in explanation and can be taken if a fun way of learning things is your style but not for when you need immediate information or binge learning.","['personally', 'completing', 'whole', 'course', 'suggest', 'course', 'anyone', 'want', 'learn', 'apis', 'seriously', 'felt', 'like', 'explanation', 'various', 'api', 'tool', 'second', 'chapter', 'rather', 'actual', 'api', 'related', 'knowledge', 'still', 'good', 'course', 'practical', 'approach', 'explanation', 'taken', 'fun', 'way', 'learning', 'thing', 'style', 'need', 'immediate', 'information', 'binge', 'learning']",41,449,75
drendelous,2024-10-14T19:47:51Z,2,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2097"">34:57</a> should we thank her first?","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'thank', 'first']",11,101,7
RockLee-01,2024-10-14T08:42:33Z,0,Can we get a David Attenborough style Tutorial..,"['get', 'david', 'attenborough', 'style', 'tutorial']",5,48,8
Engineering_101_,2024-10-13T13:15:27Z,0,Excellent introduction of API... Absolutely ❤ the way it was taught..,"['excellent', 'introduction', 'api', 'absolutely', 'way', 'taught']",6,69,11
jackymarcel4108,2024-10-07T20:04:10Z,0,Johnson Angela Moore Mary Anderson Sarah,"['johnson', 'angela', 'moore', 'mary', 'anderson', 'sarah']",6,40,6
GarnettFinney-j8i,2024-10-05T22:14:20Z,0,Hackett Centers,"['hackett', 'center']",2,15,2
GrahamBrook,2024-10-05T09:40:11Z,0,Priversy polices DuckDuckGo so  so browser,"['priversy', 'police', 'duckduckgo', 'browser']",4,42,6
himanshusalunkhe9602,2024-10-01T22:07:13Z,0,Craigs 100% a democrat with the rant about inclusivity,"['craigs', 'democrat', 'rant', 'inclusivity']",4,54,9
nehamahendran7771,2024-10-01T17:30:48Z,1,not for beginners,['beginner'],1,17,3
ArtistMagicianActor,2024-09-30T02:13:19Z,0,"Word for word, brilliant video my friend. 🙏","['word', 'word', 'brilliant', 'video', 'friend']",5,43,8
Ash-bc8vw,2024-09-22T13:58:51Z,0,absolutely love him! he is Ryan Renolds of software world with his jokes,"['absolutely', 'love', 'ryan', 'renolds', 'software', 'world', 'joke']",7,72,13
pcodesdev,2024-09-21T16:41:33Z,22,"⭐ Contents ⭐<br>Unit 1 - What is an API<br>⌨ Video 1 - Welcome (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw"">0:00:00</a>)<br>⌨ Video 2 - Defining Interface (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=290"">0:04:50</a>)<br>⌨ Video 3 - Defining API (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=529"">0:08:49</a>)<br>⌨ Video 4 - Remote APIs (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=839"">0:13:59</a>)<br>⌨ Video 5 - How the web works (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1097"">0:18:17</a>)<br>⌨ Video 6 - RESTful API Constraint Scavenger Hunt (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1401"">0:23:21</a>)<br><br>Unit 2 - Exploring APIs<br>⌨ Video 1 - Exploring an API online (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1746"">0:29:06</a>)<br>⌨ Video 2 - Using an API from the command line  (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2701"">0:45:01</a>)<br>⌨ Video 3 - You go Curl (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3380"">0:56:20</a>)<br>⌨ Video 4 - Using tools to explore APIs (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4461"">1:14:21</a>)<br>⌨ Video 5 - More tools for your API exploring toolbox (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=5780"">1:36:20</a>)<br>⌨ Video 6 - Using Helper Libraries (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=6514"">1:48:34</a>)<br><br>Unit 3 - All Together Now<br>⌨ Video 1 - Introducing the Project (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=8130"">2:15:30</a>)<br>⌨ Video 2 - Serverless (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=8610"">2:23:30</a>)<br>⌨ Video 3 - Writing a Server Side API (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9428"">2:37:08</a>)<br>⌨ Video 4 - Fetching Results on the Client from our Server (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=10614"">2:56:54</a>)<br>⌨ Video 5 - Wrap Up (<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=11129"">3:05:29</a>)","['content', 'unit', 'api', 'video', 'welcome', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'video', 'defining', 'interface', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'defining', 'api', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'remote', 'apis', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'web', 'work', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'restful', 'api', 'constraint', 'scavenger', 'hunt', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'unit', 'exploring', 'apis', 'video', 'exploring', 'api', 'online', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'using', 'api', 'command', 'line', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'curl', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'using', 'tool', 'explore', 'apis', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'tool', 'api', 'exploring', 'toolbox', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'using', 'helper', 'library', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'unit', 'together', 'video', 'introducing', 'project', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'serverless', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'writing', 'server', 'side', 'api', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'fetching', 'result', 'client', 'server', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'video', 'wrap', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",222,2078,167
mdmahabuburrohmanmeraj8294,2025-02-22T09:37:04Z,1,Thanks alot,"['thanks', 'alot']",2,11,2
hanifshahy,2024-09-20T15:15:07Z,0,Spotify isn&#39;t a good example because it isn&#39;t available in my current region.<br>Telegram bot apis would be a better example.,"['spotify', 'good', 'example', 'available', 'current', 'region', 'telegram', 'bot', 'apis', 'would', 'better', 'example']",12,133,20
FantastiChef,2024-09-19T04:21:26Z,0,"This tutorial is exactly what I needed! Everything is explained so clearly, even for a beginner like me.I&#39;ve watched several API tutorials, but this one breaks it down in the most understandable way. Such a well-structured course! You made APIs seem a lot less intimidating than I thought","['tutorial', 'exactly', 'needed', 'everything', 'explained', 'clearly', 'even', 'beginner', 'like', 'watched', 'several', 'api', 'tutorial', 'one', 'break', 'understandable', 'way', 'well', 'structured', 'course', 'made', 'apis', 'seem', 'lot', 'less', 'intimidating', 'thought']",27,292,48
HoseaAurora-p6l,2024-09-17T06:01:17Z,0,Crooks Circle,"['crook', 'circle']",2,13,2
muhammadadeel-d3t2s,2024-09-16T18:28:29Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2126"">35:26</a>  😂","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,77,3
Israel_ol,2024-09-15T22:32:52Z,0,explanation seemed nice until he started talking about twilio.He just switched somehow,"['explanation', 'seemed', 'nice', 'started', 'talking', 'twilio', 'switched', 'somehow']",8,86,12
AnshulMarele-gbaa,2024-09-14T04:43:10Z,0,"Hi,<br>I have my Excel file which is updated through an odbc connection. But how can I sync/connect that Excel data into Google Sheets that could be updated automatically in periodic intervals. Any Solution?<br>Thanks","['excel', 'file', 'updated', 'odbc', 'connection', 'sync', 'connect', 'excel', 'data', 'google', 'sheet', 'could', 'updated', 'automatically', 'periodic', 'interval', 'solution', 'thanks']",18,217,33
GarciaTheresa-t1o,2024-09-11T23:33:30Z,0,Lopez Donald Hall Barbara Martin Lisa,"['lopez', 'donald', 'hall', 'barbara', 'martin', 'lisa']",6,37,6
FlouBsy,2024-09-11T17:02:07Z,0,Awesome job.<br>Feels like watching Saul from Better Call Saul.,"['awesome', 'job', 'feel', 'like', 'watching', 'saul', 'better', 'call', 'saul']",9,63,9
ErsyaFathan,2024-09-08T21:21:15Z,0,"Больше трех крутить не стоит, могут попросить верификации",[],0,57,8
ThunderWIS,2024-09-08T21:05:59Z,0,"Автору, ведущему, команде Респект",[],0,33,4
karashevf,2024-08-23T19:33:11Z,0,36K,[],0,3,1
karashevf,2024-08-23T19:33:01Z,0,706,[],0,3,1
gabbythewalnut,2024-08-22T17:29:22Z,7,"Hello, I&#39;m on the Spotify website and it&#39;s difficult to follow along because the UI change is much less visual and literally things are not at the same places. I can adapt. I just wanted to voice the difficulty as I might not be alone. I know it&#39;s frustrating to have a video you post hit so differently already the next year!","['hello', 'spotify', 'website', 'difficult', 'follow', 'along', 'change', 'much', 'less', 'visual', 'literally', 'thing', 'place', 'adapt', 'wanted', 'voice', 'difficulty', 'might', 'alone', 'know', 'frustrating', 'video', 'post', 'hit', 'differently', 'already', 'next', 'year']",28,338,62
angelitomasalta869,2024-08-14T01:29:02Z,1,Are you mr beast uncle,"['beast', 'uncle']",2,22,5
ohboiherewego6831,2024-08-12T20:42:31Z,0,His positive attitude is making me upset. <br>I’m going to go watch 3 hours of Louis Rossman to balance it out.😂😂😂 jk this was a great video 👍,"['positive', 'attitude', 'making', 'upset', 'going', 'watch', 'hour', 'louis', 'rossman', 'balance', 'great', 'video']",12,142,28
WellActualllyyy,2024-08-12T19:55:59Z,0,"What i dont understand is at <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7860"">2:11:00</a> or at <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=7320"">2:02:00</a> how you would know that you can even use m.sid or .remove()? do you have to look at the object you get when you console.log to see that?","['dont', 'understand', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'would', 'know', 'even', 'use', 'sid', 'remove', 'look', 'object', 'get', 'console', 'log', 'see']",32,325,40
JohnMaher-tz9cw,2024-08-11T19:38:58Z,0,"When I try to POST the SMS at around the<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=70"">1:10</a> mark I get (from curl); &quot;Error (3) Port number was not a decimal number between 0 and 65535&quot;. Any ideas why?","['try', 'post', 'sm', 'around', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'mark', 'get', 'curl', 'quot', 'error', 'port', 'number', 'decimal', 'number', 'quot', 'idea']",24,230,32
josh4rim,2024-08-14T01:36:39Z,0,You have to replace [Auth Token] with your actual GUID auth token.,"['replace', 'actual', 'guid', 'auth', 'token']",5,66,12
franciswaldecker,2024-08-07T20:12:28Z,0,This is so entertaining!  Excellent job.,"['entertaining', 'excellent', 'job']",3,40,6
Alp-yp5un,2024-08-03T09:37:54Z,0,Thank you guys so much for your unbelievably well organized content. I hope there is an extra place for you guys in heaven!,"['thank', 'guy', 'much', 'unbelievably', 'well', 'organized', 'content', 'hope', 'extra', 'place', 'guy', 'heaven']",12,123,23
chrisder1814,2024-07-30T18:48:46Z,0,"hello I would like to do automation with the abbey of an image editing software but I am not sure that this idea is good and above all feasible, can you tell me what you think about it","['hello', 'would', 'like', 'automation', 'abbey', 'image', 'editing', 'software', 'sure', 'idea', 'good', 'feasible', 'tell', 'think']",14,184,38
estebancasas9817,2024-07-25T21:26:35Z,0,"@freeCodeCamp, what&#39;s the difference between an API an a library?","['freecodecamp', 'difference', 'api', 'library']",4,69,10
roymustang7031,2024-07-21T21:45:17Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=8038"">2:13:58</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,76,2
kabirrajdheersingh1204,2024-07-21T16:30:18Z,0,didn&#39;t know mark rober taught at freecodecamp. And when did he go bald?,"['know', 'mark', 'rober', 'taught', 'freecodecamp', 'bald']",6,75,13
astroboy6608,2024-07-19T04:39:28Z,1,<b>5 minutes in</b> why was was &#39;rest&#39; capitalized in interesting in the captions?<br><b>18 minutes in</b> you cheeky ba-,"['minute', 'rest', 'capitalized', 'interesting', 'caption', 'minute', 'cheeky']",7,129,18
bharathgowda7604,2024-07-15T14:28:46Z,4,U can literally skip the first 1 hour 🤦🏻‍♂️ I don&#39;t know how come so much positive reviews,"['literally', 'skip', 'first', 'hour', 'know', 'come', 'much', 'positive', 'review']",9,94,18
deep3832,2024-07-14T10:49:10Z,1,why does he look like mr.beast?,"['look', 'like', 'beast']",3,31,6
thelegendarymasterofnothing,2024-07-13T08:29:28Z,0,"Why would you make such a big deal about inclusivity and then go call Mr. Knowles-Carter by his former name, not cool Big Poppa. You should know he hates that because how it went with his ID. Pick a message. I&#39;m not just quoting His Majesty Boyd G&#39;s new single. Second-newest, whatever, same thing.","['would', 'make', 'big', 'deal', 'inclusivity', 'call', 'knowles', 'carter', 'former', 'name', 'cool', 'big', 'poppa', 'know', 'hate', 'went', 'pick', 'message', 'quoting', 'majesty', 'boyd', 'new', 'single', 'second', 'newest', 'whatever', 'thing']",27,306,54
diamondsandlipgloss,2024-07-08T23:31:55Z,1,"if it&#39;s &quot;helpful&quot; to know intro coding and &quot;helpful&quot; to know how the web interface works, then I would REMOVE the word &quot;beginner&quot; from the title.","['quot', 'helpful', 'quot', 'know', 'intro', 'coding', 'quot', 'helpful', 'quot', 'know', 'web', 'interface', 'work', 'would', 'remove', 'word', 'quot', 'beginner', 'quot', 'title']",20,179,26
vitorgarcia5005,2024-08-03T07:24:36Z,1,It&#39;s begginer for starting on API&#39;s. Of course you need to know the MOST BASIC STUFF about IT.,"['begginer', 'starting', 'api', 'course', 'need', 'know', 'basic', 'stuff']",8,102,18
loureat_nob,2024-07-07T08:51:28Z,0,You man just wanted to say that you are very cool at explaining this stuff,"['man', 'wanted', 'say', 'cool', 'explaining', 'stuff']",6,74,15
SphereofTime,2024-07-07T04:10:41Z,1,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=5880"">1:38:00</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,76,2
SphereofTime,2024-07-07T03:20:38Z,1,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2880"">48:00</a> curl","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'curl']",10,79,3
aman2424,2024-07-05T13:00:18Z,0,I&#39;m getting punneled here,"['getting', 'punneled']",2,29,4
aman2424,2024-07-05T12:51:35Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=1175"">19:35</a><br>sometimes u get got","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'sometimes', 'get', 'got']",12,97,5
kumudamvasudevan2727,2024-07-04T21:35:53Z,0,Here to add comment since not anything in recent ! In this dry API you try to use as much jokes you could use to make it more interesting for us to learn :) Thanks for making this video for us with tremendous effort,"['add', 'comment', 'since', 'anything', 'recent', 'dry', 'api', 'try', 'use', 'much', 'joke', 'could', 'use', 'make', 'interesting', 'learn', 'thanks', 'making', 'video', 'tremendous', 'effort']",21,215,44
01326-y,2024-07-03T22:42:50Z,1,Idk if there’s anyone who learned photoshop or graphic design online as well but Craig is the Deke of software development,"['idk', 'anyone', 'learned', 'photoshop', 'graphic', 'design', 'online', 'well', 'craig', 'deke', 'software', 'development']",12,122,21
dipeshmourya1020,2024-07-03T21:03:45Z,3,Who is with me he is looking like a mrbeast 😂,"['looking', 'like', 'mrbeast']",3,45,11
AlipioJuniorBloodstrike,2024-07-03T17:15:05Z,0,Нереально мощная связка ❤❤ спасибо тебе за контент,[],0,50,8
DubZenStep,2024-07-02T14:59:15Z,1,I lost it when you said &quot;who runs the terminal (curl)&quot; LOL,"['lost', 'said', 'quot', 'run', 'terminal', 'curl', 'quot', 'lol']",8,68,12
ramiboy_y2049,2024-06-29T15:38:26Z,0,"Update this using a different API, maybe obsidian API.","['update', 'using', 'different', 'api', 'maybe', 'obsidian', 'api']",7,54,9
BigSmoke-r9w,2024-06-24T02:29:13Z,3,&quot;Education isn&#39;t meant to be binge&quot;<br><br><b>binges 3 hours course</b>,"['quot', 'education', 'meant', 'binge', 'quot', 'binge', 'hour', 'course']",8,85,9
iotworld2698,2024-06-22T21:56:46Z,0,Excellent tutor.,"['excellent', 'tutor']",2,16,2
nexus_exur,2024-06-20T06:15:14Z,0,&quot;Give yourself some patience&quot; ❤,"['quot', 'give', 'patience', 'quot']",4,41,5
Real28,2024-06-19T18:32:10Z,0,As of right now if you try to do the little trick with the alias on the email Spotify sees right through it and if you already have an account with that base email it will not let you create a new account.,"['right', 'try', 'little', 'trick', 'alias', 'email', 'spotify', 'see', 'right', 'already', 'account', 'base', 'email', 'let', 'create', 'new', 'account']",17,205,43
np-gi6vz,2024-06-16T21:21:07Z,0,I would also for sure search for Beyonce,"['would', 'also', 'sure', 'search', 'beyonce']",5,40,8
amruthaj4262,2024-06-14T20:41:36Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2911"">48:31</a> I didn&#39;t install  curl on windows 11 but when I type curl followed by the uri, then I&#39;m getting the complete response, like the status code, content (in html), raw content etc.. Did anyone else tried the same?","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'install', 'curl', 'window', 'type', 'curl', 'followed', 'uri', 'getting', 'complete', 'response', 'like', 'status', 'code', 'content', 'html', 'raw', 'content', 'etc', 'anyone', 'else', 'tried']",30,292,40
samueldinkayehu2437,2024-06-13T01:05:12Z,0,worst course on APIs,"['worst', 'course', 'apis']",3,20,4
sidhantraina2224,2024-06-19T09:16:45Z,0,Why?,[],0,4,1
adoptedpotato4132,2024-06-28T13:56:15Z,0,Why?,[],0,4,1
relaxingtime4757,2024-06-12T20:34:02Z,0,Sir.. it&#39;s a big boned arrow.. 😂😂 or an arrow function.,"['sir', 'big', 'boned', 'arrow', 'arrow', 'function']",6,59,11
szebasztianturbucz308,2024-06-12T11:46:33Z,1,"I&#39;m getting an error message every time I try to copy a multiple line command into the terminal. I tried pasting it line by line, but then the command doesn&#39;t runs into an error. Not sure what to do with this.","['getting', 'error', 'message', 'every', 'time', 'try', 'copy', 'multiple', 'line', 'command', 'terminal', 'tried', 'pasting', 'line', 'line', 'command', 'run', 'error', 'sure']",19,217,41
variant09-t5c,2024-06-08T04:55:44Z,0,Dude! You are the perfect instructor!,"['dude', 'perfect', 'instructor']",3,37,6
vkryven,2024-06-02T20:01:22Z,0,Best api course ever! Really enjoyed the manner of Craig.,"['best', 'api', 'course', 'ever', 'really', 'enjoyed', 'manner', 'craig']",8,57,10
GuitarSlayer136,2024-05-29T19:48:42Z,1,"This video does a good job of answering questions I had roughly the same time I had them. Thats a tough tightrope to walk as an instructor and I really appreciated the consistency with which it happened. <br><br>I researched the Google trick and immediately got suspicious when he showed that we can essentially create bot accounts, and each one gets $15. Its nice when a person you can&#39;t ask questions of consistently answers them anyway.","['video', 'good', 'job', 'answering', 'question', 'roughly', 'time', 'thats', 'tough', 'tightrope', 'walk', 'instructor', 'really', 'appreciated', 'consistency', 'happened', 'researched', 'google', 'trick', 'immediately', 'got', 'suspicious', 'showed', 'essentially', 'create', 'bot', 'account', 'one', 'get', 'nice', 'person', 'ask', 'question', 'consistently', 'answer', 'anyway']",36,443,75
ahmadalbakour530,2024-06-05T02:08:06Z,0,😅,[],0,1,1
tonelokay1,2024-05-27T21:12:25Z,0,Thanks!,['thanks'],1,7,1
Buzz727,2024-05-26T15:26:38Z,0,"when I am in twilio, I cant get in the twilio docs, sms page. it always ask for log in, but after I log in again, the twilio docs page ask for log in again","['twilio', 'cant', 'get', 'twilio', 'doc', 'sm', 'page', 'always', 'ask', 'log', 'log', 'twilio', 'doc', 'page', 'ask', 'log']",16,155,35
sebastiansebastian3158,2024-05-26T01:09:49Z,2,I&#39;m just starting with backend developing and this helped me a lot. Thank you!,"['starting', 'backend', 'developing', 'helped', 'lot', 'thank']",6,82,14
toluokeowo7422,2024-05-23T22:39:11Z,0,Anyone else having trouble with the pictures showing on the website?,"['anyone', 'else', 'trouble', 'picture', 'showing', 'website']",6,68,11
lkjhgfdsa9876590,2024-08-15T10:18:48Z,0,yup,['yup'],1,3,1
